job_title,ai_impact,task,ai_model,domain
Organic Chemist,0.20,100.00,713.00,Data & IT
Production Chemist,0.20,130.00,1306.00,Administrative & Clerical
Research Chemist,0.20,211.00,1879.00,Leadership & Strategy
Research Consultant,0.20,298.00,2227.00,Medical & Healthcare
Resource Specialist,0.20,285.00,1972.00,Supply Chain & Logistics
Senior Scientist,0.20,200.00,1750.00,Law Enforcement
Soil Scientist,0.20,168.00,1510.00,Construction
Toxicologist,0.20,121.00,1087.00,Sales & Marketing
Client Relationship Manager,0.20,9.00,57.00,Hospitality
Financial Planner,0.20,223.00,1460.00,Communication & PR
Inventory Accountant,0.20,227.00,1633.00,Data & IT
Inventory Auditor,0.20,231.00,1672.00,Administrative & Clerical
Investment Advisor,0.20,257.00,1852.00,Leadership & Strategy
Investment Specialist,0.20,255.00,1845.00,Medical & Healthcare
Loan Administrator,0.20,246.00,1744.00,Supply Chain & Logistics
Loan Coordinator,0.20,248.00,1746.00,Law Enforcement
Loan Servicing Specialist,0.20,244.00,1647.00,Construction
Mortgage Assistant,0.20,189.00,1159.00,Sales & Marketing
Mortgage Banker,0.20,178.00,1149.00,Hospitality
Mortgage Originator,0.20,183.00,1144.00,Communication & PR
Payroll Accountant,0.20,223.00,1255.00,Data & IT
Payroll Analyst,0.20,223.00,1255.00,Administrative & Clerical
Payroll Coordinator,0.20,223.00,1253.00,Leadership & Strategy
Payroll Specialist,0.20,224.00,1256.00,Medical & Healthcare
Portfolio Manager,0.20,218.00,1570.00,Supply Chain & Logistics
Production Accountant,0.20,182.00,1375.00,Law Enforcement
Property Accountant,0.20,177.00,1370.00,Construction
Real Estate Accountant,0.20,175.00,1369.00,Sales & Marketing
Reconciliation Specialist,0.20,200.00,1425.00,Hospitality
Revenue Accountant,0.20,254.00,1894.00,Communication & PR
Revenue Analyst,0.20,254.00,1732.00,Data & IT
Senior Financial Analyst,0.20,261.00,1986.00,Administrative & Clerical
Staff Accountant,0.20,248.00,1893.00,Leadership & Strategy
Universal Banker,0.20,189.00,1446.00,Medical & Healthcare
Chief Medical Officer,0.20,5.00,20.00,Supply Chain & Logistics
Clinical Social Worker,0.20,7.00,23.00,Law Enforcement
Metallurgist,0.20,76.00,658.00,Construction
Mining Engineer,0.20,73.00,965.00,Sales & Marketing
Naval Architect,0.20,87.00,982.00,Hospitality
Pipeline Engineer,0.20,134.00,1313.00,Communication & PR
Piping Designer,0.20,133.00,1297.00,Data & IT
Piping Engineer,0.20,132.00,1293.00,Administrative & Clerical
Power Engineer,0.20,131.00,1328.00,Leadership & Strategy
Process Safety Engineer,0.20,141.00,1398.00,Medical & Healthcare
Recording Engineer,0.20,214.00,1603.00,Supply Chain & Logistics
Reservoir Engineer,0.20,141.00,1408.00,Law Enforcement
Safety Engineer,0.20,124.00,850.00,Construction
Traffic Engineer,0.20,156.00,1207.00,Sales & Marketing
Transmission Engineer,0.20,143.00,1191.00,Hospitality
Utility Engineer,0.20,135.00,1143.00,Communication & PR
Water Engineer,0.20,143.00,1165.00,Data & IT
Welding Engineer,0.20,139.00,1195.00,Administrative & Clerical
Department Manager,0.20,6.00,46.00,Leadership & Strategy
Facilities Manager,0.20,206.00,1345.00,Medical & Healthcare
Facility Technician,0.20,118.00,848.00,Supply Chain & Logistics
Knowledge Management Specialist,0.20,274.00,1806.00,Law Enforcement
Meeting Planner,0.20,163.00,1506.00,Construction
Office Assistant,0.20,215.00,1280.00,Sales & Marketing
Planner,0.20,211.00,1889.00,Hospitality
Program Assistant,0.20,221.00,1894.00,Communication & PR
Scheduling Manager,0.20,255.00,1841.00,Data & IT
Unit Assistant,0.20,179.00,1451.00,Administrative & Clerical
Car Porter,0.20,4.00,14.00,Leadership & Strategy
Charter Pilot,0.20,2.00,0.00,Medical & Healthcare
Commercial Pilot,0.20,2.00,0.00,Supply Chain & Logistics
Conductor,0.20,2.00,0.00,Law Enforcement
Corporate Pilot,0.20,2.00,0.00,Construction
Driver Helper,0.20,48.00,465.00,Sales & Marketing
Locomotive Engineer,0.20,22.00,118.00,Hospitality
Messenger,0.20,67.00,436.00,Communication & PR
Test Driver,0.20,117.00,1055.00,Data & IT
Test Pilot,0.20,119.00,1072.00,Administrative & Clerical
Train Conductor,0.20,121.00,1104.00,Leadership & Strategy
Train Engineer,0.20,127.00,1109.00,Medical & Healthcare
Transportation Engineer,0.20,182.00,1382.00,Supply Chain & Logistics
Cocktail Server,0.20,4.00,14.00,Law Enforcement
Coffee Roaster,0.20,4.00,14.00,Construction
Executive Steward,0.20,66.00,683.00,Sales & Marketing
Food Service Specialist,0.20,166.00,1198.00,Hospitality
Grill Cook,0.20,38.00,303.00,Communication & PR
Guide,0.20,72.00,479.00,Data & IT
Head Chef,0.20,43.00,349.00,Administrative & Clerical
House Manager,0.20,116.00,989.00,Leadership & Strategy
Houseman,0.20,31.00,187.00,Medical & Healthcare
Kitchen Hand,0.20,26.00,156.00,Supply Chain & Logistics
Kitchen Helper,0.20,26.00,156.00,Law Enforcement
Kitchen Worker,0.20,29.00,166.00,Construction
After School Teacher,0.20,1.00,1.00,Sales & Marketing
Chemistry Teacher,0.20,8.00,31.00,Hospitality
Chinese Teacher,0.20,8.00,31.00,Communication & PR
Classroom Teacher,0.20,8.00,31.00,Data & IT
College Advisor,0.20,10.00,60.00,Administrative & Clerical
College Counselor,0.20,10.00,60.00,Leadership & Strategy
Cosmetology Instructor,0.20,7.00,23.00,Medical & Healthcare
Cosmetology Teacher,0.20,7.00,23.00,Supply Chain & Logistics
Director Of Admissions,0.20,10.00,60.00,Law Enforcement
Director Of Training,0.20,9.00,57.00,Construction
Drama Teacher,0.20,8.00,31.00,Sales & Marketing
Education Teacher,0.20,153.00,1101.00,Hospitality
Educator,0.20,166.00,1160.00,Communication & PR
Elementary Music Teacher,0.20,163.00,1163.00,Data & IT
Elementary School Teacher,0.20,159.00,1102.00,Administrative & Clerical
English Instructor,0.20,154.00,1083.00,Leadership & Strategy
English Teacher,0.20,154.00,1083.00,Medical & Healthcare
Esl Instructor,0.20,154.00,1082.00,Supply Chain & Logistics
Esl Teacher,0.20,154.00,1082.00,Law Enforcement
Family Consumer Science Teacher,0.20,147.00,1028.00,Construction
French Teacher,0.20,152.00,1049.00,Sales & Marketing
Ged Instructor,0.20,152.00,1049.00,Hospitality
German Teacher,0.20,152.00,1049.00,Communication & PR
Health Teacher,0.20,166.00,1262.00,Data & IT
Hebrew Teacher,0.20,169.00,1264.00,Administrative & Clerical
Instructional Coach,0.20,240.00,1620.00,Leadership & Strategy
Language Specialist,0.20,212.00,1502.00,Medical & Healthcare
Learning Specialist,0.20,241.00,1616.00,Supply Chain & Logistics
Literacy Specialist,0.20,227.00,1520.00,Law Enforcement
Museum Educator,0.20,146.00,881.00,Construction
Parent Educator,0.20,131.00,814.00,Sales & Marketing
Proctor,0.20,134.00,1072.00,Hospitality
Provost,0.20,149.00,1200.00,Communication & PR
Public Health Educator,0.20,180.00,1555.00,Data & IT
Reading Specialist,0.20,175.00,1596.00,Administrative & Clerical
Recreation Supervisor,0.20,170.00,1293.00,Leadership & Strategy
School Aide,0.20,147.00,793.00,Medical & Healthcare
School Principal,0.20,214.00,1200.00,Supply Chain & Logistics
Student Advisor,0.20,251.00,1448.00,Law Enforcement
Student Counselor,0.20,252.00,1487.00,Construction
Study Abroad Advisor,0.20,238.00,1690.00,Sales & Marketing
University Counselor,0.20,208.00,1545.00,Hospitality
Film,0.20,241.00,1577.00,Communication & PR
Floral Designer,0.20,221.00,1748.00,Data & IT
Florist,0.20,213.00,1704.00,Administrative & Clerical
Freelance Artist,0.20,245.00,1780.00,Leadership & Strategy
Freelance Makeup Artist,0.20,207.00,1293.00,Medical & Healthcare
Freelance Photographer,0.20,299.00,2044.00,Supply Chain & Logistics
Interior Design,0.20,245.00,1962.00,Law Enforcement
Interior Design Consultant,0.20,255.00,1966.00,Construction
Interior Designer,0.20,258.00,1983.00,Sales & Marketing
Lighting Designer,0.20,257.00,1951.00,Hospitality
Party Planner,0.20,163.00,1393.00,Communication & PR
Photographer,0.20,254.00,2049.00,Data & IT
Photography,0.20,243.00,1981.00,Administrative & Clerical
Print Designer,0.20,212.00,1719.00,Leadership & Strategy
Product Photographer,0.20,239.00,1946.00,Medical & Healthcare
Program Director,0.20,260.00,1911.00,Supply Chain & Logistics
Senior Art Director,0.20,243.00,1815.00,Law Enforcement
Senior Interior Designer,0.20,226.00,1784.00,Construction
Sports Photographer,0.20,187.00,1412.00,Sales & Marketing
Studio Photographer,0.20,202.00,1540.00,Hospitality
Video Production Assistant,0.20,236.00,1651.00,Communication & PR
Videographer,0.20,240.00,1957.00,Data & IT
Visual Manager,0.20,206.00,1421.00,Administrative & Clerical
Certified Diabetes Educator,0.20,9.00,57.00,Leadership & Strategy
Certified Dietary Manager,0.20,7.00,46.00,Medical & Healthcare
Certified Medication Aide,0.20,7.00,46.00,Supply Chain & Logistics
Child Psychiatrist,0.20,5.00,20.00,Law Enforcement
Clinical Medical Assistant,0.20,7.00,46.00,Construction
Clinical Specialist,0.20,8.00,49.00,Sales & Marketing
Diabetes Educator,0.20,9.00,57.00,Hospitality
EMT,0.20,142.00,888.00,Communication & PR
Emergency Department Technician,0.20,139.00,774.00,Data & IT
Emergency Medical Technician,0.20,142.00,862.00,Administrative & Clerical
Emergency Room Technician,0.20,140.00,863.00,Leadership & Strategy
Er Technician,0.20,138.00,866.00,Medical & Healthcare
Firefighter Paramedic,0.20,128.00,824.00,Supply Chain & Logistics
Flight Paramedic,0.20,137.00,1052.00,Law Enforcement
Home Health Aide,0.20,60.00,435.00,Construction
Hospitality Aide,0.20,77.00,560.00,Sales & Marketing
Medical Examiner,0.20,118.00,821.00,Hospitality
Medical Liaison,0.20,197.00,1151.00,Communication & PR
Medical Office Manager,0.20,220.00,1345.00,Data & IT
Medical Sonographer,0.20,149.00,1260.00,Administrative & Clerical
Lead Developer,0.20,276.00,1699.00,Leadership & Strategy
Mobile Application Developer,0.20,142.00,931.00,Medical & Healthcare
Mobile Developer,0.20,141.00,925.00,Supply Chain & Logistics
Principal Software Engineer,0.20,162.00,1427.00,Law Enforcement
Senior Web Developer,0.20,273.00,1673.00,Construction
Software Architect,0.20,258.00,1530.00,Sales & Marketing
Software Development Engineer,0.20,263.00,1617.00,Hospitality
Software Manager,0.20,275.00,1986.00,Communication & PR
Technical Architect,0.20,245.00,1255.00,Data & IT
Web Application Developer,0.20,191.00,1435.00,Administrative & Clerical
Web Developer,0.20,193.00,1406.00,Leadership & Strategy
Erp Manager,0.20,200.00,1390.00,Medical & Healthcare
Market Research Manager,0.20,444.00,2978.00,Supply Chain & Logistics
Research Specialist,0.20,333.00,2357.00,Law Enforcement
Sustainability Manager,0.20,222.00,1648.00,Construction
Mainframe Developer,0.20,295.00,1760.00,Sales & Marketing
Senior Instructional Designer,0.20,343.00,2385.00,Hospitality
Career Consultant,0.20,9.00,57.00,Communication & PR
Director Of Human Resources,0.20,8.00,49.00,Data & IT
Hr Coordinator,0.20,301.00,1972.00,Administrative & Clerical
Hr Manager,0.20,299.00,1960.00,Leadership & Strategy
Hris Manager,0.20,275.00,1896.00,Medical & Healthcare
Human Resources Analyst,0.20,291.00,1943.00,Supply Chain & Logistics
Human Resources Coordinator,0.20,308.00,2003.00,Law Enforcement
Junior Recruiter,0.20,252.00,1759.00,Construction
Payroll Assistant,0.20,222.00,1273.00,Sales & Marketing
Safety Advisor,0.20,258.00,1486.00,Hospitality
Staff Assistant,0.20,303.00,2266.00,Communication & PR
Client Relations Manager,0.20,9.00,57.00,Data & IT
Corporate Counsel,0.20,5.00,20.00,Administrative & Clerical
Corporate Lawyer,0.20,5.00,20.00,Leadership & Strategy
Court Interpreter,0.20,4.00,14.00,Medical & Healthcare
Environmental Attorney,0.20,165.00,1186.00,Supply Chain & Logistics
Estate Planning Attorney,0.20,170.00,1227.00,Law Enforcement
Hearing Officer,0.20,195.00,1380.00,Construction
Law Office Assistant,0.20,210.00,1491.00,Sales & Marketing
Legal Counsel,0.20,245.00,1691.00,Hospitality
Prosecutor,0.20,139.00,1043.00,Communication & PR
Public Defender,0.20,139.00,1046.00,Data & IT
Real Estate Attorney,0.20,145.00,1044.00,Administrative & Clerical
Tax Attorney,0.20,107.00,656.00,Leadership & Strategy
Dog Groomer,0.20,4.00,0.00,Medical & Healthcare
Dog Trainer,0.20,5.00,6.00,Supply Chain & Logistics
Groomer,0.20,58.00,357.00,Law Enforcement
Pet Groomer,0.20,65.00,417.00,Construction
Pet Stylist,0.20,65.00,417.00,Sales & Marketing
Veterinary Receptionist,0.20,168.00,1401.00,Hospitality
Community Service Officer,0.20,6.00,20.00,Communication & PR
Development Director,0.20,10.00,60.00,Data & IT
Hospice Social Worker,0.20,171.00,1236.00,Administrative & Clerical
Outdoor Guide,0.20,62.00,447.00,Leadership & Strategy
Ski Patrol,0.20,46.00,287.00,Medical & Healthcare
Health Care Assistant,0.20,217.00,1291.00,Supply Chain & Logistics
Health Coordinator,0.20,241.00,1457.00,Law Enforcement
Hospital Social Worker,0.20,170.00,1160.00,Construction
Medical Assistant Instructor,0.20,174.00,1029.00,Sales & Marketing
Medical Lab Assistant,0.20,185.00,1476.00,Hospitality
Medical Staff Coordinator,0.20,221.00,1374.00,Communication & PR
Medical Support Assistant,0.20,217.00,1363.00,Data & IT
Nurse Case Manager,0.20,218.00,1353.00,Administrative & Clerical
Nurse Consultant,0.20,206.00,1252.00,Leadership & Strategy
Optical Assistant,0.20,160.00,953.00,Medical & Healthcare
Optometric Technician,0.20,169.00,985.00,Supply Chain & Logistics
Patient Advocate,0.20,206.00,1173.00,Law Enforcement
Patient Care Coordinator,0.20,229.00,1400.00,Construction
Patient Services Coordinator,0.20,233.00,1395.00,Sales & Marketing
Rn Case Manager,0.20,146.00,791.00,Hospitality
Case Worker,0.20,8.00,49.00,Communication & PR
Constable,0.20,3.00,0.00,Data & IT
Director Of Social Services,0.20,9.00,57.00,Administrative & Clerical
Group Home Manager,0.20,195.00,1221.00,Leadership & Strategy
Medical Social Worker,0.20,177.00,1094.00,Medical & Healthcare
Outreach Specialist,0.20,210.00,1282.00,Supply Chain & Logistics
Plans Examiner,0.20,134.00,1053.00,Law Enforcement
Public Works Director,0.20,152.00,1215.00,Construction
School Social Worker,0.20,211.00,1511.00,Sales & Marketing
Sheriff,0.20,65.00,361.00,Hospitality
Social Services Assistant,0.20,195.00,1500.00,Communication & PR
Social Worker Assistant,0.20,184.00,1062.00,Data & IT
Logistics Engineer,0.20,255.00,1787.00,Administrative & Clerical
Logistics Manager,0.20,300.00,1983.00,Leadership & Strategy
Procurement Director,0.20,229.00,1627.00,Medical & Healthcare
Purchasing Director,0.20,226.00,1559.00,Supply Chain & Logistics
Supply Chain Analyst,0.20,293.00,2097.00,Law Enforcement
Supply Chain Director,0.20,253.00,1766.00,Construction
Warehouse Manager,0.20,205.00,1472.00,Sales & Marketing
Diet Clerk,0.20,6.00,46.00,Hospitality
Exercise Specialist,0.20,193.00,1287.00,Communication & PR
Fitness Coach,0.20,193.00,1283.00,Data & IT
Fitness Coordinator,0.20,202.00,1330.00,Administrative & Clerical
Fitness Specialist,0.20,192.00,1286.00,Leadership & Strategy
Fitness Trainer,0.20,191.00,1280.00,Medical & Healthcare
Nutrition Director,0.20,149.00,964.00,Supply Chain & Logistics
Personal Trainer,0.20,92.00,681.00,Law Enforcement
Sports Nutritionist,0.20,105.00,692.00,Construction
Swim Instructor,0.20,61.00,354.00,Sales & Marketing
Wellness Coach,0.20,182.00,1340.00,Hospitality
Wellness Director,0.20,181.00,1341.00,Communication & PR
Communicator,0.20,8.00,49.00,Data & IT
Copy Editor,0.20,5.00,40.00,Administrative & Clerical
Customer Advocate,0.20,9.00,57.00,Leadership & Strategy
Editor,0.20,265.00,1649.00,Medical & Healthcare
Editor In Chief,0.20,224.00,1457.00,Supply Chain & Logistics
Editorial Assistant,0.20,257.00,1599.00,Law Enforcement
Fact Checker,0.20,240.00,1555.00,Construction
Freelance Producer,0.20,292.00,1763.00,Sales & Marketing
Journalism,0.20,277.00,1809.00,Hospitality
Journalist,0.20,280.00,1803.00,Communication & PR
Media Analyst,0.20,206.00,1640.00,Data & IT
Media Specialist,0.20,225.00,1747.00,Administrative & Clerical
News Director,0.20,178.00,1069.00,Leadership & Strategy
News Editor,0.20,201.00,1364.00,Medical & Healthcare
News Producer,0.20,219.00,1783.00,Supply Chain & Logistics
Production Editor,0.20,292.00,2236.00,Law Enforcement
Publicist,0.20,260.00,2054.00,Construction
Radio Producer,0.20,279.00,1975.00,Sales & Marketing
Reporter,0.20,410.00,2673.00,Hospitality
Research Assistant,0.20,404.00,2608.00,Communication & PR
Senior Editor,0.20,412.00,2716.00,Data & IT
Service Writer,0.20,350.00,2494.00,Administrative & Clerical
Sports Producer,0.20,322.00,2379.00,Leadership & Strategy
Staff Writer,0.20,357.00,2162.00,Medical & Healthcare
Studio Manager,0.20,362.00,2587.00,Supply Chain & Logistics
Talent Coordinator,0.20,288.00,2135.00,Law Enforcement
Technical Editor,0.20,400.00,2664.00,Construction
Quality Assurance,0.20,217.00,1858.00,Sales & Marketing
Quality Assurance Associate,0.20,216.00,1520.00,Hospitality
Quality Assurance Auditor,0.20,212.00,1514.00,Communication & PR
Quality Assurance Director,0.20,226.00,1581.00,Data & IT
Quality Assurance Manager,0.20,235.00,1612.00,Administrative & Clerical
Quality Auditor,0.20,214.00,1526.00,Leadership & Strategy
Quality Consultant,0.20,224.00,1839.00,Medical & Healthcare
Quality Control,0.20,213.00,1801.00,Supply Chain & Logistics
Quality Control Assistant,0.20,206.00,1452.00,Law Enforcement
Quality Control Associate,0.20,209.00,1462.00,Construction
Quality Control Chemist,0.20,151.00,1430.00,Sales & Marketing
Quality Control Manager,0.20,228.00,1858.00,Hospitality
Quality Control Supervisor,0.20,226.00,1854.00,Communication & PR
Quality Coordinator,0.20,220.00,1557.00,Data & IT
Quality Improvement Specialist,0.20,225.00,1540.00,Administrative & Clerical
Quality Manager,0.20,234.00,1897.00,Leadership & Strategy
Quality Specialist,0.20,224.00,1554.00,Medical & Healthcare
Quality Supervisor,0.20,219.00,1844.00,Supply Chain & Logistics
Supplier Quality Manager,0.20,265.00,1755.00,Law Enforcement
Test Coordinator,0.20,209.00,1536.00,Construction
Test Manager,0.20,200.00,1443.00,Sales & Marketing
Testing Coordinator,0.20,201.00,1414.00,Hospitality
Configuration Analyst,0.20,6.00,46.00,Communication & PR
Development Engineer,0.20,6.00,46.00,Data & IT
